0.393,2.0428
0.665,2.2429
0.924,2.8534
0.954,2.9473
0.221,2.0222
0.566,2.2636
0.741,2.3806
0.739,2.4302
0.892,2.7825
0.807,2.4336
0.555,2.1572
0.154,1.9459
0.528,2.114
0.995,2.8806
0.7,2.3082
0.386,2.1121
0.961,2.8609
0.032,2.1109
0.984,2.9595
0.004,2.0084
0.07,2.0657
0.219,2.1155
0.118,2.0592
0.351,2.1124
0.821,2.5199
0.456,2.0467
0.934,2.8521
0.044,1.9903
0.2,1.9851
0.548,2.1755
0.291,2.0549
0.772,2.3145
0.53,2.2304
0.306,2.1739
0.105,2.0461
0.612,2.1944
0.08,2.0405
0.031,2.0495
0.703,2.3298
0.673,2.2871
0.587,2.2718
0.872,2.6361
0.328,2.1101
0.376,2.1247
0.65,2.2689
0.686,2.3067
0.589,2.1382
0.167,1.9504
0.488,2.0537
0.249,2.023
0.841,2.651
0.904,2.7711
0.155,1.938
0.383,2.1402
0.706,2.2607
0.469,2.1148
0.918,2.8159
1,2.9605
0.053,1.9197
0.176,2.0833
0.322,2.0558
0.375,1.9678
0.97,2.8426
0.22,1.9419
0.107,2.0361
0.334,2.0052
0.567,2.1891
0.41,2.1172
0.613,2.2268
0.776,2.3866
0.241,2.0523
0.284,1.9914
0.762,2.4812
0.133,2.0551
0.462,2.0994
0.379,1.9993
0.952,2.9065
0.026,2.0391
0.738,2.3748
0.601,2.2885
0.658,2.2624
0.185,1.9522
0.496,2.0433
0.616,2.2132
0.432,2.1255
0.238,2.0385
0.925,2.7331
0.625,2.2547
0.338,1.9707
0.638,2.3116
0.523,2.148
0.188,1.9016
0.805,2.4905
0.31,2.1427
0.833,2.5771
0.297,2.0072
0.144,2.0831
0.359,2.1087
0.677,2.2616
0.491,2.0105
0.083,1.8866
0.81,2.5689
0.245,1.994
0.214,1.9753
0.803,2.5323
0.454,2.1951
0.714,2.3651
0.068,2.1354
0.989,2.9146
0.021,1.9173
0.582,2.1606
0.239,2.0027
0.816,2.592
0.006,1.8054
0.839,2.5471
0.508,2.0845
0.985,2.9096
0.074,2.1023
0.581,2.1327
0.406,2.0134
0.986,2.9402
0.315,2.1191
0.42,1.9721
0.273,2.03
0.252,1.9406
0.235,2.0224
0.182,2.108
0.93,2.8012
0.422,2.0738
0.723,2.4513
0.813,2.46
0.887,2.7765
0.643,2.3818
0.421,2.0898
0.157,1.9828
0.636,2.2389
0.607,2.2477
0.156,2.0255
0.126,2.0236
0.317,2.0238
0.979,2.8054
0.851,2.6031
0.024,2.0165
0.472,2.1043
0.316,1.9717
0.401,2.0573
0.645,2.2967
0.082,1.9853
0.82,2.4866
0.213,2.03
0.304,2.0153
0.354,2.0758
0.869,2.6388
0.797,2.5415
0.728,2.3898
0.353,2.12
0.938,2.7858
0.672,2.2915
0.463,2.0409
0.247,2.0478
0.371,1.9872
0.966,2.9447
0.583,2.1077
0.202,2.0457
0.294,2.0557
0.277,2.0758
0.208,1.9748
0.193,2.0744
0.592,2.1705
0.682,2.3347
0.998,2.9993
0.882,2.6215
0.04,1.8991
0.847,2.6123
0.511,2.0655
0.06,2.1033
0.959,2.8877
0.442,2.1259
0.319,1.925
0.11,1.9248
0.593,2.2466
0.922,2.7029
0.045,1.9324
0.191,2.0664
0.178,1.9992
0.994,2.9615
0.402,2.2654
0.341,2.17
0.035,2.0621
0.461,2.1463
0.358,2.0885
0.864,2.7091
0.987,2.9025
0.909,2.7058
0.889,2.6574
0.417,2.0622
0.194,1.9436
0.349,2.0855
0.577,2.2142
0.557,2.2201
0.974,2.9598
0.971,2.9826
0.651,2.2191
0.765,2.3408
0.256,2.0124
0.6,2.3324
0.474,2.0834
0.845,2.5309
0.345,2.0614
0.843,2.6162
0.424,2.0557
0.365,2.2112
0.929,2.7443
0.171,2.018
0.447,2.0552
0.732,2.4144
0.513,2.1608
0.407,2.1229
0.759,2.5673
0.774,2.4769
0,2.05
0.281,1.9804
0.5,2.085
0.842,2.5927
0.38,2.0795
0.832,2.6661
0.189,1.937
0.039,1.9995
0.711,2.4152
0.164,1.9904
0.29,1.9283
0.9,2.7702
0.937,2.8255
0.596,2.1146
0.292,2.0122
0.129,1.9489
0.669,2.4342
0.865,2.574
0.174,2.0359
0.57,2.1123
0.602,2.2775
0.862,2.6837
0.283,1.9828
0.01,2.01
0.023,1.959
0.981,2.8982
0.795,2.5128
0.556,2.1989
0.83,2.5728
0.982,2.8306
0.212,1.9619
0.37,2.0997
0.518,2.1114
0.595,2.1997
0.064,2.0799
0.835,2.5151
0.691,2.3417
0.314,2.038
0.846,2.556
0.152,1.9254
0.042,1.9848
0.623,2.1636
0.867,2.6017
0.357,1.9995
0.782,2.5421
0.756,2.4318
0.163,1.9814
0.005,2.0021
0.254,1.9304
0.853,2.6296
0.465,2.1035
0.022,1.9954
0.444,2.1583
0.775,2.4533
0.411,2.1735
0.56,2.275
0.526,2.0747
0.091,2.0276
0.88,2.5747
0.529,2.0951
0.757,2.451
0.837,2.6973
0.036,1.9063
0.644,2.2798
0.64,2.2978
0.863,2.7175
0.224,2.1183
0.793,2.5234
0.947,2.9377
0.791,2.4405
0.26,1.9327
0.747,2.4355
0.874,2.6515
0.945,2.8529
0.128,1.9334
0.149,1.9459
0.524,2.1381
0.112,2.0169
0.801,2.4427
0.108,2.0579
0.445,1.9788
0.237,2.0389
0.481,2.1373
0.627,2.2623
0.443,2.0482
0.331,1.9955
0.752,2.351
0.184,2.1072
0.574,2.2604
0.3,2.0693
0.378,2.1013
0.165,1.9917
0.486,2.1502
0.637,2.2816
0.396,2.0542
0.086,2.0589
0.516,2.1283
0.287,2.0461
0.915,2.7151
0.859,2.6627
0.057,2.0743
0.415,2.1296
0.594,2.2418
0.23,2.0736
0.642,2.3752
0.828,2.5567
0.327,2.0102
0.223,2.0962
0.699,2.3831
0.551,2.0965
0.721,2.3592
0.666,2.2902
0.029,2.0315
0.054,1.9557
0.948,2.9007
0.789,2.5009
0.505,2.1152
0.101,2.0263
0.619,2.2025
0.102,2.0176
0.61,2.1948
0.49,2.1552
0.969,2.9
0.726,2.4551
0.467,2.1011
0.016,2.0517
0.255,2.0227
0.591,2.2383
0.321,2.1317
0.298,1.9672
0.907,2.7496
0.834,2.5173
0.368,1.9516
0.132,2.024
0.648,2.2938
0.603,2.2961
0.598,2.18
0.394,2.0426
0.684,2.2632
0.755,2.5112
0.622,2.2211
0.143,2.0187
0.652,2.3468
0.307,2.0307
0.503,2.1215
0.674,2.2414
0.377,2.0796
0.234,2.0593
0.229,2.0822
0.717,2.4305
0.498,2.1157
0.573,2.0867
0.201,2.0061
0.251,2.033
0.768,2.5323
0.908,2.7342
0.718,2.3246
0.059,1.917
0.499,2.2476
0.975,2.8637
0.065,2.0325
0.733,2.3369
0.901,2.8415
0.736,2.4579
0.729,2.39
0.492,2.1317
0.761,2.4607
0.078,2.0669
0.248,1.9676
0.678,2.3457
0.39,1.9833
0.693,2.356
0.78,2.4562
0.896,2.7033
0.419,2.12
0.332,2.1384
0.8,2.5322
0.858,2.5909
0.243,2.0581
0.599,2.1472
0.324,2.1067
0.262,2.051
0.002,1.8786
0.671,2.2888
0.116,2.0239
0.753,2.4335
0.55,2.0734
0.435,2.1629
0.109,1.9723
0.923,2.8562
0.257,1.9473
0.293,2.0782
0.705,2.3415
0.611,2.1489
0.196,1.9836
0.052,2.0329
0.639,2.373
0.381,2.0401
0.588,2.2375
0.123,2.014
0.563,2.1158
0.606,2.2375
0.159,2.0125
0.899,2.6129
0.773,2.5159
0.246,2.081
0.264,2.0387
0.278,2.0562
0.009,1.9567
0.696,2.4165
0.888,2.7835
0.712,2.3506
0.779,2.4754
0.228,2.0165
0.019,2.0113
0.559,2.2001
0.205,1.9176
0.927,2.7414
0.062,2.0826
0.876,2.7454
0.267,2.0308
0.187,2.0222
0.685,2.3732
0.217,1.9465
0.299,1.9881
0.263,2.0357
0.413,2.0987
0.476,2.1317
0.507,2.0076
0.136,2.0527
0.211,1.9662
0.957,2.9858
0.081,2.0358
0.838,2.6021
0.261,2.0334
0.585,2.1915
0.446,2.0488
0.997,2.9772
0.361,2.0951
0.94,2.7854
0.72,2.3771
0.475,2.1136
0.579,2.2383
0.727,2.4588
0.781,2.4414
0.282,2.0402
0.114,1.9831
0.215,2.0949
0.373,2.1552
0.824,2.5632
0.635,2.2828
0.746,2.3551
0.433,2.0441
0.4,2.0679
0.935,2.7358
0.894,2.6579
0.926,2.7605
0.517,2.2701
0.547,2.1654
0.976,2.9388
0.458,2.0023
0.018,1.9812
0.313,1.9892
0.274,1.9849
0.85,2.6013
0.355,2.0318
0.017,1.9564
0.724,2.3664
0.742,2.4191
0.854,2.6561
0.848,2.5621
0.175,2.0201
0.92,2.7878
0.695,2.2126
0.515,2.187
0.27,2.0193
0.694,2.2875
0.15,1.8684
0.438,2.1205
0.093,2.0695
0.991,2.9898
0.455,2.1604
0.374,2.0684
0.631,2.2248
0.514,2.1681
0.268,2.1251
0.05,1.9797
0.323,2.0176
0.02,2.0113
0.326,2.0115
0.177,1.9344
0.441,2.0245
0.815,2.517
0.615,2.1808
0.403,2.0404
0.983,2.8862
0.576,2.206
0.541,2.2643
0.786,2.5802
0.956,2.7805
0.675,2.2932
0.942,2.7806
0.288,1.9652
0.949,2.7927
0.809,2.5606
0.153,1.9018
0.614,2.1957
0.895,2.7905
0.431,2.1152
0.875,2.6421
0.124,2.1053
0.48,2.1652
0.886,2.7133
0.825,2.6118
0.836,2.5972
0.348,2.0002
0.416,2.1387
0.033,2.0501
0.309,2.0652
0.68,2.2824
0.448,2.1216
0.141,2.0706
0.362,2.0209
0.504,2.0871
0.649,2.2433
0.856,2.7058
0.783,2.4933
0.414,1.9937
0.244,1.9576
0.565,2.1892
0.027,1.9449
0.544,2.1678
0.111,2.0424
0.668,2.2859
0.988,3.0049
0.527,2.1631
0.339,2.0514
0.199,2.0261
0.464,2.1175
0.408,2.2339
0.569,2.1002
0.434,2.1586
0.1,2.0096
0.207,1.9437
0.363,2.0544
0.384,2.1188
0.76,2.4508
0.679,2.2776
0.478,2.1707
0.183,2.0001
0.47,2.09
0.911,2.6684
0.473,2.0686
0.829,2.6132
0.748,2.3905
0.089,2.0218
0.279,2.1176
0.906,2.7848
0.534,2.271
0.509,2.1215
0.423,2.1502
0.186,2.0876
0.519,2.1653
0.209,2.0024
0.533,2.1449
0.826,2.5587
0.634,2.2932
0.302,1.9937
0.931,2.9004
0.012,2.0795
0.372,2.1292
0.216,1.9976
0.763,2.4174
0.788,2.4532
0.973,2.8281
0.014,2.0356
0.624,2.1789
0.655,2.2579
0.008,2.0621
0.844,2.6078
0.794,2.5136
0.048,1.9886
0.946,2.8434
0.289,2.0133
0.095,1.9433
0.125,2.0632
0.471,2.0295
