0.77,0.29,-0.087105
0.54,0.04,-3.8848
0.42,0.34,-4.1154
0.19,0.77,0.019818
0.84,0.83,0.46105
0.83,0.89,0.14773
0.68,0.33,-2.4085
0.51,0.34,-4.7648
0.51,0.58,-5.1204
0.27,0.38,-1.3517
0.14,0.19,2.1525
0.22,0.25,0.24382
0.67,0.06,-2.121
0.14,0.68,1.2274
0.8,0.11,0.95787
0.35,0.13,-2.7269
0.26,0.02,-0.25728
0.17,0.93,0.072657
0.18,0.47,0.80136
0.76,0.1,0.024984
0.22,0.38,0.022351
0.28,0.68,-2.1063
0.86,0.82,0.95224
0.37,0.29,-3.2184
0.28,0.07,-0.90012
0.22,0.42,-0.073515
0.92,0.57,2.4145
0.7,0.77,-2.8218
0.07,0.38,2.7872
0.75,0.2,-0.36317
0.25,0.19,-0.40244
0.86,0.75,0.96567
0.9,0.55,2.1048
0.6,0.31,-3.7476
0.66,0.54,-3.1351
0.02,0.54,2.8956
0.21,0.7,-0.30403
0.26,0.44,-1.0346
0.09,0.52,2.3256
0.09,0.69,2.0022
0.28,0.18,-1.0957
0.16,0.18,1.7391
0.4,0.9,-4.9597
0.82,0.22,1.3123
1,0.11,3.7957
0.15,0.53,1.3021
0.76,0.48,-0.63695
0.97,0.89,2.1386
0.73,0.01,-0.53547
0.04,0.49,2.9315
0.72,0.45,-1.7772
0.38,0.81,-4.5576
0.55,0.72,-5.3492
0.18,0.74,0.2089
0.58,0.72,-4.9908
0.65,0.32,-3.0522
0.69,0.02,-1.5098
0.74,0.16,-0.56452
0.96,0.62,2.6087
0.05,0.16,3.5413
0.39,0.43,-3.9929
0.14,0.78,1.0053
0.9,0.18,2.8908
0.13,0.61,1.6081
0.14,0.42,1.6936
0.96,0.33,3.1442
0.71,0.52,-2.1046
0.57,0.59,-4.717
0.93,0.12,3.4049
0.45,0.59,-4.9172
0.19,0.79,-0.14951
0.22,0.62,-0.5945
0.43,0.19,-3.988
0.17,0.58,0.76641
0.84,0.92,0.35003
0.08,0.74,2.0509
0.91,0.57,2.2822
0.6,0.29,-3.7984
0.74,0.17,-0.58252
0.04,0.68,2.5877
0.19,0.04,1.2966
0.59,0.08,-3.6315
0.29,0.48,-1.9339
0.54,0.4,-4.6998
0.56,0.56,-4.7801
0.87,0.51,1.7484
0,0.91,2.1891
0.95,0.95,1.8221
0.64,0.55,-3.7025
0.04,0.74,2.3334
0.67,0.28,-2.518
0.93,0.97,1.6389
0.87,0.08,2.5686
0.3,1,-3.1241
0.86,0.97,0.61917
0.59,0.98,-5.3923
0.41,0.06,-3.5088
0.46,0.29,-4.4327
0.61,0.32,-3.6982
0.78,0.13,0.4664
0.66,0.91,-3.9162
0.19,0.6,0.23985
0.86,0.68,1.115
0.16,0.8,0.63043
0.7,0.55,-2.4044
0.17,0.71,0.44224
0.25,0.86,-1.6785
0.05,0.7,2.421
0.33,0.55,-3.0608
0.58,0.34,-4.2509
0.17,0.1,1.7265
0.26,0.53,-1.3287
0.58,0.08,-3.6475
0.18,0.11,1.5031
0.58,0.77,-5.0153
0.31,0.63,-2.7289
0.64,0.26,-2.9818
0.42,0.19,-3.8856
0.86,0.29,2.029
0.76,0.08,0.13115
0.43,0.68,-4.9976
0.93,0.92,1.6816
0.12,0.93,1.0374
0.02,0.13,3.7693
0.39,0.83,-4.6373
0.06,0.8,2.1686
0.05,0.79,2.207
0.84,0.65,0.9342
0.84,0.37,1.4427
0,0.13,3.7404
0.71,0.71,-2.4186
0.05,0.56,2.6614
0.84,0.04,2.1638
0.66,0.34,-2.9005
0.23,0.97,-1.4492
0.34,0.05,-2.1617
0.81,0.06,1.357
0.13,0.24,2.2398
0.65,0.15,-2.5546
0.01,0.1,3.7199
0.55,0.48,-4.7456
0.13,0.37,2.0983
0.68,0.28,-2.3516
0.99,0.68,2.6332
0.78,0.26,0.23312
0.92,0.96,1.6304
0.66,0.66,-3.436
0.07,0.42,2.776
0.45,0.04,-3.8419
0.49,0.12,-4.1834
0.3,0.28,-1.8063
0.74,0.32,-0.84129
0.96,0.84,2.1706
0.35,0.9,-4.0971
0.66,0.41,-2.9781
0.73,0.37,-1.29
0.48,0,-3.8651
0.48,0.64,-5.2894
0.38,0.82,-4.6274
0.33,0.74,-3.4413
0.6,0.58,-4.4048
0.83,0.49,0.9506
0.43,0.21,-3.9809
0.52,0.45,-4.877
1,0.43,3.0895
0.33,0.4,-2.6866
0,0.59,2.91
0.78,0.64,-0.48375
0.82,0.34,1.0629
0.71,0.6,-2.2335
0.92,0.09,3.348
0.56,0.96,-5.6645
0.55,0.65,-5.0916
0.96,0.42,3.0767
0.45,0.55,-4.8188
0.6,0.63,-4.4591
0.39,0.19,-3.4772
0.77,0.65,-0.72167
0.54,0.11,-4.0866
0.5,0.4,-4.7376
0.19,0.42,0.61714
0.36,0.53,-3.7091
0.27,0.3,-1.1356
0.85,0.08,2.1304
0.05,0.61,2.746
0.3,0.49,-2.2311
0.36,0.26,-3.0268
0.5,0.83,-5.5451
0.25,0.27,-0.42019
0.19,0.09,1.2563
0.17,0.5,0.9076
0.9,0.09,3.0468
0.97,0.08,3.8099
0.1,0.18,2.8117
0.14,0.28,1.9842
0.25,0.23,-0.47891
0.18,0.36,1.0492
0.3,0.96,-3.2435
0.95,0.29,3.1827
0.28,0.26,-1.2444
0.55,0.21,-4.1352
0.86,0.9,0.79451
0.01,0.04,3.8655
0.91,0.98,1.4914
0.62,0.11,-3.1329
0.81,0.86,-0.15577
0.44,0.27,-4.1987
0.2,0.15,1.0249
0.75,0.69,-1.4237
0.79,0.55,-0.084177
0.18,0.67,0.35583
0.56,0.27,-4.1649
0.95,0.5,2.87
0.38,0.1,-3.0939
0.92,0.27,2.9306
0.81,0.93,-0.46197
0.36,0.79,-4.1649
0.32,0.35,-2.4169
0.74,0.91,-2.118
0.76,0.91,-1.6943
0.18,0.16,1.2707
0.4,0.71,-4.6129
0.77,0.25,0.035336
0.58,0.71,-4.807
0.12,0.41,2.0814
0.32,0.97,-3.6224
0.07,0.22,3.2032
0.13,0.91,0.98366
0.05,0.53,2.7659
0.63,0.36,-3.446
0.46,0.9,-5.6171
0.35,0.1,-2.4971
0.47,0.16,-4.2635
0.52,0.47,-4.811
0.4,0.19,-3.4431
0.82,0.97,-0.22713
0.61,0.79,-4.6084
0.99,0.91,2.0973
0.2,0.04,1.1137
0.18,0.48,0.82556
0.47,0.53,-4.9919
0.92,0.84,1.8158
0.57,0.88,-5.4161
0.41,0.57,-4.4793
0.87,0.37,1.9822
0.95,0.1,3.5904
0.44,0.75,-5.295
0.61,0.04,-3.2229
0,0.73,2.4623
0.77,0.45,-0.36504
0.83,0.51,0.84775
0.51,0.19,-4.3879
0.59,0.21,-3.8093
0.84,0.56,0.88487
0.58,0.51,-4.5588
0.94,0.48,2.8185
0.32,0.47,-2.6812
0.99,0.6,2.8022
0.98,0.41,3.2208
0.42,0.64,-4.5917
0.59,0.5,-4.3756
0.74,0.23,-0.68077
0.74,0.34,-0.88843
0.84,0.59,0.94267
0.3,0.95,-3.1979
0.8,0.7,-0.17356
0.19,0.35,0.68271
0.38,0.03,-3.044
0.52,0.44,-4.8079
0.52,0.52,-5.0704
0.18,0.4,0.81465
0.3,0.82,-2.8235
0.43,0.18,-3.9285
0.67,0.78,-3.4513
0.9,0.01,3.2532
0.5,0.88,-5.7724
0.79,0.28,0.3774
0.03,0.91,2.1062
0.79,0.2,0.63953
0.69,0.91,-3.2062
0.27,0.95,-2.434
0.2,0.23,0.80053
0.22,0.06,0.63092
0.48,0.07,-4.1162
0.15,0.24,1.775
0.6,0.61,-4.4776
0.07,0.94,1.7949
0.39,0.38,-3.8252
0.37,0.97,-4.5593
0.61,0.91,-4.8699
0.85,0.07,2.3354
0.82,0.49,0.72376
0.88,0.6,1.6939
0.86,0.71,1.141
0.09,0.44,2.5488
0.94,0.63,2.5308
0.94,0.39,2.9473
0.6,0.81,-4.8789
0.23,0.13,0.31479
0.56,0.98,-5.6629
0.46,0.51,-4.9315
0.27,0.42,-1.3529
0.28,0.72,-2.1952
0.08,0.27,3.082
0.46,0.45,-4.6481
0.83,0.2,1.5482
0.82,0.98,-0.17934
0.69,0.67,-2.8392
0.35,0.14,-2.7065
0.26,0.38,-1.0537
0.18,0.54,0.63755
0.29,0.82,-2.6136
0.37,0.42,-3.7301
0.98,0.08,3.79
0.63,0.86,-4.3241
0.37,0.31,-3.3897
0.29,0,-0.91269
0.87,0.3,2.2237
0.47,0.78,-5.5988
0.29,0.01,-1.0297
0.84,0.53,1.1427
0.41,0.27,-3.8778
0.56,0.81,-5.3432
0.2,0.59,0.10124
0.7,0.2,-1.6457
0.64,0.76,-4.0306
0.33,0.98,-3.8516
0.08,0.47,2.5475
0.09,0.5,2.4295
0.68,0.03,-1.8366
0.46,0.56,-4.9894
0.24,0.92,-1.5541
0.28,0.24,-1.2656
0.89,0.69,1.7511
0.56,0.48,-4.7191
0.9,0.6,2.0363
0.37,0.51,-3.7189
0.17,0.11,1.7636
0.12,0.53,1.8656
0.55,0.92,-5.6862
0.13,0.62,1.5847
0.02,0.45,3.0931
0.75,0.9,-1.8243
0.85,0.97,0.37979
0.97,0.41,3.1318
0.71,0.09,-1.1339
0.25,0.57,-1.1726
0.24,0.21,-0.25768
0.61,0.98,-5.0768
0.89,0.39,2.3032
0.69,0.44,-2.3954
0.14,0.9,0.74354
0.88,0.35,2.2298
0.45,0.73,-5.2659
0.99,0.59,2.7863
0.4,0.91,-5.1257
0.99,0.58,2.8478
0.51,0.51,-5.0521
0.4,0.27,-3.7271
0.68,0.42,-2.5138
0.2,0.6,0.070757
0.66,0.28,-2.6536
0.49,0.34,-4.632
0.3,0.47,-2.1402
0.03,0.27,3.3295
0.64,0.11,-2.7488
0.79,0.07,0.81889
0.99,0.8,2.5153
0.59,0.86,-5.1845
0.6,0.41,-4.0166
0.54,0.77,-5.3661
0.34,0,-2.1273
0.79,0.8,-0.60944
0.71,0.45,-1.8262
0.77,0.83,-1.1491
0.69,0.33,-2.1708
0.93,0.41,2.8126
0.82,0.23,1.2355
0.34,0.7,-3.6043
0.94,0.19,3.3537
0.14,0.46,1.6877
0.42,0.07,-3.6082
0.93,0.03,3.5344
0.64,0.24,-3.0097
0.92,0.65,2.1304
0.08,0.9,1.6578
0.03,0.34,3.2777
0.07,0.96,1.7075
0.38,0.39,-3.6844
0.82,0.37,0.96699
0.42,0.08,-3.6974
0.81,0.22,1.0239
0.43,0.56,-4.6342
0.52,0.94,-5.7789
0.15,0.95,0.47199
0.6,0.87,-4.9153
0.65,0.63,-3.5903
0.07,0.62,2.3542
0.05,0.51,2.7851
0.07,0.3,3.0333
0.03,0.44,2.9952
0.84,0.78,0.63045
0.18,0.27,1.1064
0.21,0.14,0.74058
0.4,0.95,-5.0491
0.16,0.53,1.0467
0.31,0.39,-2.3065
0.12,0.24,2.4093
0.22,0.67,-0.62498
0.86,0.41,1.6718
0.07,0.74,2.2274
0.52,0.3,-4.6264
0.06,0.34,3.029
0.36,0.65,-3.9064
0.48,0.95,-5.8631
0.18,0.02,1.5784
0.28,0.98,-2.7598
0.52,0.69,-5.4086
0.76,0.34,-0.44294
0.78,0.25,0.14217
0.2,0.32,0.61674
0.28,1,-2.7481
0.13,0.32,2.1788
0.23,0.79,-1.1115
0.63,0.53,-3.8028
0.07,0.9,1.7869
0.03,0.99,1.911
0.33,0.09,-2.1666
0.52,0.11,-4.1689
0.47,0.88,-5.7504
0.63,0.25,-3.213
0.26,0.15,-0.52651
0.83,0.68,0.5229
0.75,0.29,-0.59856
0.73,0.91,-2.26
0.64,0.69,-3.886
0.83,0.72,0.37449
0.78,0.03,0.70029
0.21,0.92,-0.75965
1,0.36,3.294
0.27,0.21,-0.96312
0.02,0.14,3.6457
0.79,0.02,1.0113
0.01,0.41,3.1446
0.56,0.84,-5.3411
0.15,0.42,1.477
0.23,0.71,-1.022
0.27,0.1,-0.57031
0.95,0.6,2.6891
0.43,0.69,-5.0507
0.09,0.23,2.9256
0.24,0.61,-0.96163
0.44,0.53,-4.8128
0.09,0.37,2.6666
0.42,0.31,-4.1586
0.38,0.69,-4.2605
0.04,0.67,2.5063
0.59,0.66,-4.6843
0.26,0.42,-1.1545
0.26,0.85,-1.945
0.04,0.85,2.2361
0.03,0.04,3.8738
0.06,0.4,2.8976
0.22,0.98,-1.1814
0.86,0.36,1.8515
0.35,0.08,-2.5278
0.32,0.39,-2.4914
0.43,0.26,-3.9981
0.85,0.11,2.1713
0.64,0.07,-2.6603
0.59,0.03,-3.4355
0.27,0.56,-1.5506
0.39,0.39,-3.8348
0.18,0.15,1.4019
0.01,0.31,3.347
0.04,0.89,2.062
0.27,0.86,-2.2304
0.94,0.09,3.5114
0.84,0.03,2.0044
0.13,0.66,1.3848
0.08,0.65,2.1855
0.14,0.53,1.4266
0.23,0.06,0.31813
0.06,0.73,2.2702
0.03,0.3,3.3451
0.97,0.09,3.6903
0.54,0.35,-4.6017
0.57,0.64,-4.8662
0.18,0.8,0.028251
0.42,0.09,-3.5672
0.58,0.31,-4.2108
0.81,0.1,1.1063
0.81,0.15,1.0468
0.35,0.17,-2.7539
0.41,0.54,-4.323
0.01,0.94,2.1901
0.94,0.58,2.4622
0.62,0.67,-4.2162
0.45,0.28,-4.3105
0.25,0.31,-0.52342
0.25,0.17,-0.35016
0.98,0.04,3.8492
0.46,0.38,-4.6391
0.73,0.97,-2.3353
0.32,0.14,-1.9664
0.83,0.08,1.7856
0.12,0.86,1.2455
0.69,0.47,-2.4188
0.43,0.48,-4.5313
0.81,0.44,0.53032
0.3,0.14,-1.5588
0.62,0.2,-3.3419
0.33,0.9,-3.6815
0.2,0.94,-0.78913
0.41,0.07,-3.6165
0.31,0.52,-2.5828
0.68,0.96,-3.7062
0.04,0.04,3.7575
0.52,0.6,-5.1832
0.04,0.62,2.7393
0.06,0.31,3.0266
0.31,0.81,-3.1031
0.7,0.47,-2.1697
0.94,0.41,2.9116
0.71,0.62,-2.1244
0.53,0.6,-5.1071
0.74,0.76,-1.8168
0.41,0.83,-4.9505
0.44,0.21,-4.1861
0.13,0.84,0.97654
0.82,0.26,1.1433
0.8,0.96,-0.71839
0.05,0.34,3.1129
0.84,0.39,1.3215
0.79,0.71,-0.32727
0.62,0.39,-3.5623
0.7,0.66,-2.5187
0.1,0.88,1.3762
0.35,0.07,-2.4751
0.82,0,1.7656
0.7,0.51,-2.3276
0.15,0.94,0.53964
1,0.08,3.8245
0.78,0.45,-0.11737
0.49,0.61,-5.2267
0.38,0.88,-4.7491
0.49,0.9,-5.7426
0.75,0.64,-1.2528
0.36,0.31,-3.184
0.6,0.6,-4.4087
0.99,0.77,2.4161
0.37,0.23,-3.221
1,0.71,2.6745
0.01,0.54,2.8803
0.26,0.55,-1.3694
0.79,0.61,-0.24133
0.33,0.45,-2.936
0.49,0.1,-4.1268
0.91,0.47,2.4954
0.53,0.11,-4.2204
0.93,0.62,2.3862
0.06,0.06,3.5572
0.75,0.14,-0.31918
0.39,0.54,-4.0363
0.77,0.67,-0.84256
0.83,0.64,0.64227
0.62,0.25,-3.3639
0.02,0.79,2.4411
0.4,0.1,-3.4058
0.98,1,2.0091
0.47,0.32,-4.5847
0.56,0.39,-4.5144
0.41,0.58,-4.5529
0.82,0.29,1.1548
0.36,0.55,-3.6516
